Image,Total_Boxes,OCR_Japanese,OCR_Translated,GT_Translated,Similarity,TP,FP,FN
tr_img_06860,10,北海道立文学館 | 姜国神社 | 伊夜日子神社,"hokkaido | cyclopædia | i'm | at | the | miyagi | shrine. | iwaji | iwaji, | miyagi.",it's | the | fukuoka | university | of | hokkaido. | it's | a | shinto | shrine. | i'm | ichiji | shikoku.,0.3789,3,7,10
tr_img_06861,11,鴨々川ななめ通り | 鴨鴨川料道 | 鴨鴨川斜道 | すすきの | ヘ人引上 | 薄野,just | like | you | said. | isegawa | tokui. | isegawa's | slope. | soot. | heroes. | shino,just | like | the | river | raven. | 300. | shino | soot. | # | # | # | i'm | on | the | slope | of | the | tohoku | river. | i'm | on | the | slope | of | the | tohoku | river.,0.3134,4,7,23
tr_img_06862,2,電動シャッタ | 国戸責王施,electric | shatter | imprisonment | king.,electric | shutters. | rainpots. | workman's | license.,0.6250,1,3,4
tr_img_06863,2,テナントo! | さつき通り,tenanto! | just | like | you | said.,just | like | you | said. | # | # | # | i'm | looking | for | tenant. | yu | life. | lu. | # | # | # | # | # | # | # | # | # | # | # | #,0.2907,4,1,22
tr_img_06864,0,,,prolonged,0.0000,0,0,1
tr_img_06865,2,中の島条2丁目,it's | the | island | code | two | inside.,one | and | two | islands | inside.,0.5974,2,4,3
tr_img_06866,4,港松,port | matsu,port | bridge,0.5600,1,1,1
tr_img_06867,10,名刹の | 永子伏巻 | 毎月24日年後1時より | 本堂にて合同供養法要厳修 | 先祖伏養若事新社 | 電話予約司511-5917 | 受付毎日午後1時4時 | 豊川稲荷別院 | 玉宝禅寺祖院: | 開創明治31年,"for | his | name. | the | permafrost. | it's | been | 24 | days | every | month | from | 1 | o'clock | in | the | afternoon. | in | the | main | building, | the | martial | law | of | co-operation | is | strict. | ancestors | and | young | people's | association. | telephone | reservation | 511-5917. | it's | 1:04 | p.m. | every | day | at | the | reception. | tokugawa | food | resident | the | cemetery | of | the | pantheon: | he's | been | here | for | 31 | years.",instrument | # | # | # | - | i'll | be | right | back. | king. | water | supply. | ancestors | i | pray | for | everything. | hey | it's | been | 24 | p.m. | every | month | since | 1 | p.m. | in | the | main | building | recipe | open | it's | between | 1 | p.m. | and | 4:00 | p.m. | every | day. | i'll | be | back | in | 31 | years. | phone | reservation | 511-5917. | it's | the | chrysanthemum. | i | don't | know. | # | # | # | i've | got | six | tokugawa | food | resident | tokugawa | # | # | #,0.2610,24,34,46
tr_img_06868,24,清水魚市場・河岸の市 | 清水亀市均 | 河岸市瑤 | 。フ人生OII(人メ) | 青水テルサ | 静図市奈部勤蒡者福祉中心 | 清永 | 人可天副早人 | エスバパルスドリームプラザ,"a | city | on | a | freshwater | fish | market | and | a | river | bank. | manjidani | city | i'm | going | to | take | care | of | you. | i | don't | know. | blue | water | tellsa | i'm | at | the | center | of | seung | jo's | life. | hironori. | i'm | a | man, | an | impertinent | man. | esba | pulse | dream | plaza.",facility | guide | powderfish | market. | the | city | on | the | river. | # | # | # | riverside | market | pure | water | tellsa | # | # | # | esperance | dream | plaza. | # | # | #,0.3618,8,37,18
tr_img_06869,1,公園門一432,432 | park | gate.,park | h-482.,0.5161,1,2,1
tr_img_06870,2,で,so...,chinese | food. | prime | minister.,0.2000,0,1,4
tr_img_06871,12,東京都庁 | 都営大江戸線都庁前駅,"tokyo | city. | tokyo | edo | station, | prefecture.",tokyo | city. | tokyo | edo | station | i'm | at | the | front | station.,0.6880,4,2,6
tr_img_06872,7,ミビョーネ | ミビョーナ | 未病を治そう! | 未病を治す | すかながわ宣言協力店! | 協力活動 | 神奈川県,michaeline. | mibijona. | let's | get | rid | of | this | disease! | i'm | gonna | cure | him. | i | don't | know | what | to | do | with | it. | cooperation | kanagawa,mibjönna. | mibjön. | let's | get | rid | of | this | disease! | i'm | not | sure | if | i'm | going | to | cure | the | disease. | kanagawa,0.6234,10,12,9
tr_img_06873,7,南口剪票口 | 南口札 | 南口剪票口 | 甘番 刑替子,"south-a-things. | south-england | tag | south-a-things. | sweetie, | money | changers.",south | entrance | rendition,0.3509,0,7,3
tr_img_06874,7,静岡市田 | 全合巡幼場 | 田道1号,shizuoka | yota. | all | - | rounding | children's | places | way | one.,shizuoka | city | highway | one. | we're | at | the | converging | station.,0.3673,2,7,7
tr_img_06875,10,鷹匠 | 栄町 | 伝馬町 | 鷹匠 | 菊町 | 俵弖町 | 人Hフ卜Ol,master. | it's | a | nice | town. | it's | a | long | trip | town. | master. | yumachi. | i'll | be | right | back. | man | hfust,master. | # | # | # | it's | a | nice | town. | # | # | # | it's | a | run-a-do-do-do-do-do-do-do-do-it-all. | # | # | #,0.4659,7,11,10
tr_img_06876,1,祖日屋,it's | an | early | dater.,i'll | take | care | of | you. | 100 | the | sunriseer.,0.4444,0,4,8
tr_img_06877,6,中央区 | 日奈西町二丁目,central | central | 2nd | street | of | nara.,central | central | i'm | from | japan. | i'm | from | japan. | i'm | from | japan.,0.5312,2,4,9
tr_img_06878,25,ななゼラム洗濯機 | 洗浄 | Aラ710 | 泡先浄 | 温水 | 洗承 | 洗濯 | 脱水容量 | 乾燥容量 | 洗剤液を | ガンコな汚れも | あたためて洗う! | 素早く落ちる! | 本体 | 幅6000 | 奥行 | サイズ | (イメージ図) | メ排水ホース含まず | (イメーシ図),zellum | washing | machine. | washing | ala | 710 | fabulous | cleanup | hot | water | wash. | washing | dehydration | dry | capacity | i'm | gonna | need | some | cleaning | fluid. | i've | got | a | lot | of | dirt | in | my | face. | i'm | gonna | wash | it! | it's | going | to | fall | fast! | main | body | six | thousand | width. | entrepreneur | size | (impressions) | no | water | hoses. | (imisi | diagram),hey | wash... | dehydration | capacity | dry | capacity | a | book. | body | size | 60.0cm | wide | hot | water | browsing | cleaning | fluid | i | don't | know | what | you're | talking | about! | (imitation) | it's | quick. | browsing | i've | got | a | lot | of | dirt | on | my | hands. | it's | going | to | fall | fast! | immaculate | diagram | washing | pure | not | including | the | drain | hose.,0.1462,21,31,30
tr_img_06879,0,,,please | be | careful. | there's | a | vicious | dog | out | there.,0.0000,0,0,9
tr_img_06880,4,三井の | リパク | 入口はこちら,i'm | going | to | meet | you. | rack. | this | is | the | entrance.,river | park | it's | easy | to | stand | up | for | this | is | the | entrance.,0.7027,5,5,7
tr_img_06881,1,日本の画,japanese | painting.,japanese | drink. | sifke.,0.6522,1,1,2
tr_img_06882,2,中の島1条3丁目,it's | on | the | island. | it's | on | the | island | number | three.,it's | island | number | three | inside.,0.5636,3,7,2
tr_img_06883,29,メンズ | アクセサリ | シューズ | アンダーウエア | レデイース | レディース | アクセサリー | シューズ | キッズ | ベビー | キッズ90-170cm,men's. | accessory | shoes. | underware | residence. | ladies. | adornment | shoes. | kiz. | baby. | kid | 90-70cm,assorted | zuze. | adornment | mesozo | tiz. | baby. | tiz. | zuze. | adornment | ladies. | ladies.,0.4601,3,9,8
tr_img_06884,3,中もトマトの人ふへo. | レラューシーは | マトひす。ニれセビ,there's | tomatoes | all | over | the | house. | relahysy. | matto-chan.,the | tadpole | tomato | is | popular. | it's | soft. | it's | sour. | i | don't | think | so. | it's | a | tomato. | more | sweeter,0.2941,1,7,17
tr_img_06885,10,出口 | 出口 | 善子 | 御幸町 | 俵弓町方面 | 御幸町 | 伝馬町方面,the | exit. | the | exit. | good | boy. | good-bye. | i'm | on | my | way | to | kajijicho. | good-bye. | it's | heading | for | the | long | island.,the | exit. | the | exit. | good-bye. | # | # | # | good-bye. | we're | on | our | way | to | longbourn.,0.6245,9,11,6
tr_img_06886,2,世田谷区谷田ふ丁目6番子 | 小林,i'm | the | sixth | son | of | itagawa. | kunihito,isegawa | district | porta | kunihito,0.3908,1,6,3
tr_img_06887,3,スタッフ | 藤集,the | staff. | fujisawa.,the | staff. | i | need | you!,0.5926,2,1,3
tr_img_06888,2,中央区 | 南4条西の丁,central | central | south | 4th | and | west.,central | central | 14 | south,0.6667,3,3,1
tr_img_06889,4,中原区,central | district,no | middle-earth.,0.3333,0,2,2
tr_img_06890,15,井川 | 浄斉BP | 藤枝 | 東静岡駅 | 消水駅 | ター,isegawa. | pure | bp | fuji. | shizuoka | station. | we've | got | a | dehydrated | station. | tah.,taichi | isegawa. | calm | down. | fuji. | shizuoka | station. | shizura | station,0.6630,4,8,5
tr_img_06891,1,三昧,triangular,i | don't | know | what | you're | talking | about.,0.1967,0,1,7
tr_img_06892,0,,,it's | called | the | eclipse | market.,0.0000,0,0,5
tr_img_06893,2,中の島1条3丁巨,three | of | the | islands | inside | are | huge.,it's | island | number | three | inside.,0.4494,1,6,4
tr_img_06894,0,,,it's | a | fish's | fish's | fish. | i | don't | know | if | it's | a | five-year-old | cell.,0.0000,0,0,13
tr_img_06895,2,や山俊夫 | ネ京郡ミ産市北野中-5一4,"hey, | seung | jo | yamayama. | i'm | sorry, | i'm | sorry, | i'm | sorry.",masao | nakayama. | 4-5-4-4-4.,0.3077,0,10,3
tr_img_06896,36,"タイムズ南12西6 | 月金曜 | 土日祝 | 当日24時まで | 500円 | 800円 | 60,200円 | 60,100円 | 60,300円 | 60分 | X2千円5千円 | 1万円札使用でまます | 駐車券の約失にはくれくれもで注意下さい。紛失された場合は当社規定の駐車料金をいたださます | 入場の方法 | 駐車券発行機の前で | 停車して休さい。 | ボタンを押して | 駐車券をお取り | 下さい。 | ゲートが開き | 入場できます。 | マクネットなどに近つけないで下さい。 | 駐車券は曲けたり磁気(集帯電話 | 切責任を負いません | 当湖は | トラブルの際は、緊急電話にてご連絡下さいā4時間係員が対応します。 | ご不明点はこちらまでご連紹下さい | タイムズサービス株式会社","south | times, | 12th | and | 6th. | monday. | happy | birthday | to | you! | until | 24 | p.m. | 500 | yen. | 800 | yen. | 60,200 | yen. | 60, | 100 | yen. | 60,300 | yen. | 60 | minutes. | x2000 | yen | 5,000 | yen. | i'm | going | to | use | 10,000 | yen | bills. | be | careful | if | you | lose | your | parking | ticket. | if | you | lose | it, | you'll | have | our | regulations | parking | charge. | how | to | enter | it's | in | front | of | a | parking | pad. | stop | and | rest. | press | the | button. | take | your | parking | tickets. | please. | the | gate's | open. | you | can | enter. | please | don't | get | too | close | to | mcnet | or | anything | like | that. | the | parking | tickets | are | crooked | and | magnetic | bands. | i | don't | take | responsibility | for | this. | we're | in | the | lake. | if | you're | in | trouble, | please | contact | the | emergency | phone. | if | you | don't | know | anything, | please | join | us. | the | times | services | company.",it's | 12th | and | 6th | west | of | iyms. | it's | friday. | soil-day | celebration. | until | 24 | p.m. | 800 | yen. | 60 | minutes. | 100 | yen | 8:00 | to | 21:00 | 60 | days. | 300 | yen. | until | 24 | p.m. | 500 | yen. | 8:00 | to | 21:00 | 200 | yen. | 100 | yen | 60 | minutes. | maximum | charge. | basic | charge. | you | can | use | a | bill | for | 2 | be | careful | when | you | lose | your | parking | ticket. | if | you | lose | it | introducing | methods | it's | in | front | of | a | parking | pad. | please | stop. | push | bosaso. | parking | tickets. | it's | going | to | open. | it's | going | to | open. | you | can | enter. | please | keep | your | parking | tickets | away | from | me | or | your | magnetic | cell | phone. | you | can't | do | it. | you | can't | do | it. | you | can't | do | it. | you | can't | do | it. | you | can't | do | it. | we | are | not | responsible | for | the | loss | of | our | parking | tickets. | please | contact | the | emergency | phone | when | it | comes | to | the | quads | if | you | don't | know | anything | it's | a | company | called | iesa | one.,0.1194,69,63,87
tr_img_06897,16,南口 | 大通公園・すすきの方面 | 出口 | 南出口 | 南出口 | 墨号 | 善丁,south | entrance. | i | don't | know. | the | exit. | south | exit. | south | exit. | the | ink. | good | knife.,south | entrance. | i'll | be | right | back. | i'll | be | right | back. | soo-dono. | the | exit. | south | exit. | south | exit.,0.6420,8,7,9
tr_img_06898,3,,,,1.0000,0,0,0
tr_img_06899,3,日本橋 | 小舟町,japan | bridge | busttown,japan | bridge | it's | a | fishing | town.,0.6471,2,1,4
tr_img_06900,1,日電一丁目,one | suntan.,it's | the | japanese | bridge.,0.3182,0,2,4
tr_img_06901,5,日本酒 | 清水港次郎長シリズ | 士,"japanese | wine. | kiyoshi | bay, | deputy | chief | shiriz. | man.",japanese | wine. | earth | ale's | sake. | ale's | sake. | ale's | sake. | patent | the | stone | wall. | wine. | a | bottle | of | wine. | shizuoka | # | # | # | # | # | # | wine. | chief | regiment | chief | shizuru | port. | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | good | wine. | # | # | # | # | # | # | # | # | # | # | # | # | mt. | fuji | # | # | # | [ | picture | on | page | 17] | shizuoka | # | # | # | curry. | pure | water. | # | # | # | five. | # | # | # | pure | water. | i've | got | a | curry. | clean | green | tea.,0.0796,3,5,99
tr_img_06902,2,日本橋,japan | bridge,central | central | japan | bridge,0.5833,2,0,2
tr_img_06903,26,24円 | ナピパーク静14È6 | 入出庫時は口ツ | 板が | 下降し | とを必ず目視でご確認下きい。 | 昼間 | 24時間最大料金 | 30分毎に | 100円 | 夜間 | 100円 | 60分毎に | 入庫後２４時間を過ぎると左記料金が加算されます。) | ナビパークご利馬コ | ロロック版を乗り越ラストンパーまで | コN | OSARISスターツクル | ープ,"24 | yen. | napi | park | still, | 14o6 | when | you're | in | and | out, | you're | talking. | the | board. | down. | i'm | sure | you'll | be | able | to | see | through | your | eyes. | daylight | the | maximum | cost | of | 24 | hours. | every | half | hour. | 100 | yen | nighttime | 100 | yen | every | 60 | minutes. | if | you're | past | 24 | hours | after | the | inventory, | you'll | have | to | add | a | left-to-hand | charge.) | na'vi | park. | i'm | going | to | take | the | rock | version | and | i'm | going | to | take | you | to | the | rastamper. | kon | osaris | starsckle | p-p.",all | of | you. | ! | le. | be | sure | to | make | sure | that | the | board | is | down | when | you | enter | the | store. | day | gate | it's | between | 8:00 | and | 20:00. | 100 | yen | in | 30 | minutes. | nighttime | 100 | yen | every | 60 | minutes. | 14 | west | 6 | south | of | napoléon. | the | maximum | cost | of | 24 | hours. | 1000 | yen | after | 24 | hours | we've | got | to | get | over | the | rockboards. | we've | got | to | get | over | the | spooppers. | the | board | will | rise. | i'm | going | to | send | the | charges | to | the | counter. | (laughter) | seung | jo! | welcome | to | na'vipa. | # | # | # | # | # | # | # | # | # | # | # | # | cost | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | it's | a | waste | of | attention. | # | # | # | i'll | be | in | touch | with | you | in | the | evening. | # | # | # | # | # | # | immunity. | this | is | a | parking | lot | 14 | west | 6 | south | of | napoléon. | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | #,0.0417,35,46,158
tr_img_06904,4,日本橋 | 人形町 | 一丁目,japan | bridge | doll | town | one.,japan | bridge | it's | doll | town. | one.,0.8974,4,1,2
tr_img_06905,4,ノサイクレショップ | 今シフン考ナかたギ服は | き.と来年モ者ません,"the | nocient | shop. | i'm | going | to | take | a | look | at | this. | and | next | year, | i | won't | be | afraid.",recycling | water. | the | clothes | you're | wearing | just | now... | i | won't | wear | it | next | year.,0.4229,4,14,10
tr_img_06906,9,芝浦 | 日本橋 | 品川 | 銀座 | 第一京浜,shibura | japan | bridge | tokugawa | ginza | i'm | going | to | take | you | to | the | beach.,japan | bridge | ginza | you | know | what? | tokugawa | the | first | beach | in | tokyo.,0.4649,6,7,6
tr_img_06907,8,日本橋駅,japan | bridge | station,japan | bridge | station,1.0000,3,0,0
tr_img_06908,11,ばんん | 貸店舗 | ク一トロ一ン申込機 | 名不動産 | ミトント | 0約5分 | (8車込みにかか0間) | 店 | 店,"phil | a | rental | store. | kichitro | one-on-one | application | machine. | real | estate | mittenst | about | five | minutes. | eight | cars, | or | zero. | it's | a | shop. | it's | a | shop.",it's | black. | a | rental | shop. | the | real | estate | of | tohoku's | estate. | appropriate | right | here. | timed | about | five | minutes. | the | hour | of | your | request. | # | # | # | # | # | # | it's | a | shop. | # | # | # | # | # | # | yeah. | # | # | # | the | gold. | # | # | # | # | # | # | # | # | #,0.0817,12,12,41
tr_img_06909,3,産地直送!! | 名様,it's | going | straight | to | the | country! | master.,fresh! | i'm | sending | you | home! | fresh | fish. | five | points | i | can't | help | it. | it's | fresh. | two | seats. | room | four. | master. | # | # | # | # | # | # | # | # | # | # | # | # | # | # | #,0.1136,2,5,33
tr_img_06910,4,東京北 | 練馬店,north | of | tokyo | the | cavalry.,# | # | # | north | of | tokyo | the | cavalry.,0.8537,5,0,3
tr_img_06911,2,23区第水3一13一4 | 大潔,"23rd | area, | 313,144. | candor.",i'm | sorry,0.2273,0,4,2
tr_img_06912,4,良雄 | 三橋 | 三橋土建 | 有限会社,yoshio. | three | bridges | threehashi | securities | a | finite | company.,three | bridges | yoshio. | limited | publicity | threehashi | securities,0.5541,5,3,2
tr_img_06913,0,,,take | care | of | the | moment. | it's | important. | now.,0.0000,0,0,8
tr_img_06914,5,清水合同庁舎,shizuzushi's | union | building.,shizuzushi's | union | building.,1.0000,3,0,0
tr_img_06915,6,酒場 | 今王 | 立寄り,bar. | king | now. | stand | by.,snacks. | bar. | it's | gold. | tonight. | stand | by. | registration | marks,0.4954,3,2,6
tr_img_06916,5,三鷹市 | 北野四丁目町,mitaka | city | it's | northeast | city.,mitaka | city | 5th | and | northeast.,0.7692,2,3,3
tr_img_06917,1,三店で本を買らたら,i | bought | a | book | in | three | stores.,the | points | are | packed! | if | you | buy | this | book | book | i | don't | have | enough | money | for | my | family.,0.3473,2,5,16
tr_img_06918,5,1成27年は | 燃費基準十20％達成車 | 氏トナス車 | 下成 | 国重交父道大臣治車,so | let's | see. | the | fuel-funding | standards | of | 10.20 | percent | success. | mr. | tonas. | underlined | the | prime | minister's | train.,24 | years | old. | elevation | standards | plus | 20% | bio-cars. | low | emissions | gas | cars. | 17 | years. | we're | down | 75% | i'm | with | the | minister | of | traffic.,0.5015,3,14,20
tr_img_06919,3,プレール日本隅ミ番食 | 中央区東日本橋3-516,"it's | the | prey's | first-class | meal. | east | japan | bridge, | central | district | 3-516",it's | the | preul | japanese | bridge. | east | japan | bridge,0.6203,4,7,4
tr_img_06920,7,南14西1 | くすり | 化粧品 | 日用品 | 月9 | ら | 南14条店,14th | southwest. | sniveling. | cosmetics. | daily | equipment | nine | a | month. | hey. | 14th | street.,zurha | drag. | zurha | drag. | sniveling. | # | # | # | # | # | # | daily | equipment | # | # | # | # | # | # | # | # | # | # | # | # | tokho | and | fat. | i | don't | know. | yes. | # | # | # | # | # | # | ! | i'm | gonna | do | it. | tokho | track | moon | it'll | work. | days | days | days | huh. | zulha | point. | hey | drugs. | zurha. | drugs. | zurha. | mountain | nose | mountain | nose | 11 | south. | 14 | west. | # | # | # | morning | and | night. | time | from | to | operations | time | 11 | south. | 14 | west. | south | west. | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | 14th | west | luja | drugs. | the | crane. | gag. | diamonds | les. | # | # | # | # | # | #,0.0423,4,8,110
tr_img_06921,2,炭火鳥焼 | 蔵島,a | coal | - | burning | fire. | aoshima,a | coal | - | burning | fire. | fabulous | hey. | it's | okay.,0.7573,5,1,4
tr_img_06922,3,南９西 | くすり,nineth | southwest. | sniveling.,# | # | # | # | # | # | # | # | # | a. | # | # | # | # | # | # | rent-car. | khaleesi. | # | # | # | medicine. | sniveling. | cosmetics. | for | the | day | you're | gonna | need | a | prescription | for | every | hospital. | south | west.,0.0517,1,2,36
tr_img_06923,2,江尻東1一5,1415 | ebbet.,permissions | march | 31st. | where | are | we? | one-five-one-one-one-one-one-one-one-one.,0.0962,0,2,7
tr_img_06924,2,こども | 110番,son | of | a | bitch. | 110.,if | there's | anything | you're | afraid | of | come | here | now! | son | of | a | bitch. | 110.,0.4444,5,0,9
tr_img_06925,12,登品遺跡 | 6Kい | 日本平動物園,gemstones. | 6k. | japan | plain | zoo,tohoku | shizuoka. | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | with | you. | japan | plain | zoo,0.0661,3,2,127
tr_img_06926,2,金沢.伊勢志摩･山陰山陽 | 東北出張女子旅,"iseshima. | a | trip | to | tohoku, | north | and | south.",iseshima. | tohoku.,0.4935,1,7,1
tr_img_06927,0,,,# | # | # | the | lunar | month | of | kawasaki.,0.0000,0,0,8
tr_img_06928,3,練馬総合体育館前,before | the | cavalry.,before | the | cavalry.,1.0000,3,0,0
tr_img_06929,7,SOTeTSし | つてつ | 平岸1条2丁目,"so | let's | look | at | this. | powder | no. | no, | no, | no. | no, | no, | no, | no, | no, | no, | no.",i | don't | think | so. | one,0.2985,0,17,5
tr_img_06930,1,口焼井当,ichii.,it's | a | fixed | number | from | the | founding | of | japan's | 406 | years. | a | stone-hunting | lunch. | popular | number | one. | tayaki's | department | store. | how | many? | the | main | store. | south | west. | 13 | west | 9.,0.0248,0,1,30
tr_img_06931,4,や,hey.,fire. | mm-hmm. | a | coal | miner. | you're | gonna | make | it. | drink.,0.1026,0,1,10
tr_img_06932,4,中原区 | 木月 | 1丁目,central | district | tree | moon | one.,middle-earth. | hust | one.,0.4242,1,4,2
tr_img_06933,1,豊平区,fabian | districts,no | oh | george | rectangle,0.3043,0,2,4
tr_img_06934,2,南13条西14丁目,south | 13th | and | west | 14th.,south | 13th | and | 14th.,0.8814,4,1,0
tr_img_06935,4,東中 | 野,east | field,to | the | east,0.2963,1,1,2
tr_img_06936,16,小田急線 | 小岡急袋 | 京王井の頭線 | 京王井之斗畿 | 出口 | (西口) | 出口(西口) | 香子(知審 善子),"a | line, | koda. | kooka | snack. | the | headline | of | kyobashii. | inoue, | kyung | soo-yeon. | the | exit. | (singing) | (exhales) | (exhales | west.) | koko | kosuko | koko.",a | line | # | # | # | the | headline | of | kyobashii. | # | # | # | the | exit. | (singing) | the | exit. | (execution),0.6711,8,13,10
tr_img_06937,7,水道杯 | 山区 | 人O学日卜人 | 食反田橋,a | water | cup. | mountain | areas | i'm | an | o.t. | student. | the | eta | tada | bridge.,mountain | areas | ikeda | bridge,0.5079,2,11,2
tr_img_06938,1,督ボ18キ,knitting | 18-ki.,# | # | # | frequency | it's | 18 | to | 21 | years.,0.2609,0,2,9
tr_img_06939,8,中央区 | 四本橋町丁目ç,central | central | take | a | look | at | this.,central | central | eight | o'clock | in | the | morning. | japan | bridge | room | town. | one.,0.5139,2,5,10
tr_img_06940,4,最長 | 口 | 払い!,longest | voice | pay!,longest | recurrence | pay!,0.7755,2,1,1
tr_img_06941,4,やきにく | 焼,i'm | sorry | to | bother | you. | burn,i'm | sorry | to | bother | you. | food. | burn | circle,0.8211,6,0,2
tr_img_06942,0,,,i'll | be | right | back. | (dramatic | theme | playing) | (dramatic | theme | playing) | (dramatic | theme | playing) | (dramatic | theme | playing),0.0000,0,0,16
tr_img_06943,1,高戸や,it's | not | like | i'm | going | to | be | able | to | do | it.,your | highness. | highland | building | your | highness. | mt. | fuji. | # | # | # | # | # | # | the | dojo | # | # | #,0.4130,0,11,19
tr_img_06944,4,赤りたたみ,red.,a | pipe | table. | it | folds | pitchea. | about | 200 | pounds | [70 | kg] | color: | plaun/ | natural | taxes,0.0345,0,1,15
tr_img_06945,3,労災 | 交通事故 | 各種重健康保険取我い,the | disasters | traffic | accident. | i've | got | a | lot | of | high-end | health | insurance.,the | disasters | traffic | accident. | all | kinds | of | health | insurance.,0.7955,7,5,2
tr_img_06946,4,渡邉美和 | こちら | 渡邊美咲 | 右のポス,inoyumi. | this | way. | misaki. | right | pos,iwayumi. | misaki. | i'll | take | care | of | you. | miyumi. | miho. | three | of | the | nine | of | ikeda | five. | hello.,0.2807,1,5,16
tr_img_06947,2,未式会社 | メディカャ,unrecognized | med-kaa.,medsato. | it's | a | stock | company.,0.2623,0,2,5
tr_img_06948,3,駅長室,station | chief's | room,station | chief's | room,1.0000,3,0,0
tr_img_06949,1,コに空た,i'm | in | ko.,corpo's | village.,0.3750,0,3,2
tr_img_06950,6,8両編成 | 号車 | 弱 | 冷房車,eight | formations. | car. | weak. | the | air-conditioning | car.,it's | a | little | bit | more | complicated | than | that. | it's | weak. | the | air-conditioning | car.,0.6512,4,3,9
tr_img_06951,31,さつぱろガイド) | 北海道神宮 | 冥斗0王 | 北海道神宮 | 円山公園 | 圓山公園 | 圓山公園 | 世下鉄円山公園駅 | 地鉄圓山公園站 | 地鐵圓山公園站 | 円山バスターミナル | 田人印山目 | ト早O | 國山公共汽李冬起站 | 圓山巴土總站,"(things) | kunihito. | he's | the | last | king | to | have | a | son. | kunihito. | circle | mountain | park. | i'm | at | tsunama | park. | i'm | at | tsunama | park. | iseshima | park | station. | i'll | be | right | back. | i'll | be | right | back. | i'll | be | right | back. | circle | mountain | bus | terminal | it's | tadashi's | mountain. | quick | o. | i'm | so | sorry, | i'm | so | sorry. | i | can't | believe | you're | here.",kunihito. | kunihito. | circle | mountain | park. | i'm | at | tsuoyama | park. | i'm | at | tsuoyama | park. | subway | circle | park | station | i'll | be | right | back. | i'll | be | right | back. | i'll | be | right | back. | circle | mountain | bus | terminal | all | right | bitsso | i'm | so | sorry | i | don't | know | what | you're | talking | about,0.2946,32,25,14
tr_img_06952,6,台林当美 | 受付けます | 木場店 | この先 | 洲崎神社前,"i'm | so | happy | to | be | here. | i'll | take | it. | the | kimchi | shop. | where | are | we | going? | before | the | miyagi | shrine,",apothecary. | the | kimchi | shop. | a | prescription | for | every | hospital | in | the | country. | i'll | take | it. | that's | where | we're | going. | before | the | miyagi | shrine,0.5153,10,10,13
tr_img_06953,4,丸ぶ | 丸 | 楽記念 | 別ご奉仕会,round | circle | a | memorial | a | separate | service | meeting.,# | # | # | cypriot | # | # | # | circle | it's | the | first | time | i've | ever | done | it. | special. | the | service | meeting.,0.5051,3,5,17
tr_img_06954,17,コーヒー | カフェラテ | EＶeァy,coffee. | casualties. | evey,coffee. | casualties. | i'll | take | care | of | it. | i'm | sorry. | i'm | sorry. | i'm | sorry.,0.4286,2,1,11
tr_img_06955,1,,,central | central | hikanka | niger,0.0000,0,0,4
tr_img_06956,3,メま式着ビキなレコスニし | 肌走 | (谷重),"it's | a | very | fancy | recosing | thing. | skin | i'm | sorry, | i'm | sorry.",untested | items | skinwear. | (various) | gora | and | shots. | you | are | not | allowed | to | try | on | the | above | item.,0.1923,0,11,17
tr_img_06957,2,南10条西目,south | 10th | west.,south | 10th | and | west | 1st.,0.7692,2,1,3
tr_img_06958,2,1-レ-2B0 | テイツアウレネまで,1-re-2b0 | i'm | gonna | take | you | to | tets | aurene.,yuichi | i | can | take | care | of | it.,0.5510,1,7,6
tr_img_06959,4,屋外広告物許司 | 桜上水,outdoor | advertising | permissions. | sakura | water,outdoor | advertising | permissions | sakura | water | huh.,0.9286,4,1,2
tr_img_06960,12,川館 | つのの | 札阪天文合 | あけばのリート・コミュニアイゼンタ,the | riverhouse. | it's | a | big | one. | cyclopædia | i'm | an | athlete. | i'm | a | communist.,tranquilization | the | pronunciation | hall. | astronomical | obs. | the | art | & | community | center | in | the | dawn.,0.3063,1,12,13
tr_img_06961,4,日本橋 | 人形町 | 二丁目,japan | bridge | doll | town | two.,japan | bridge | it's | doll | town. | two.,0.8974,4,1,2
tr_img_06962,0,,,video,0.0000,0,0,1
